plate11.A10.pilon.contigs_renamed.phages_lysogenic.fna, 46227 17635
plate11.F7.pilon.contigs_renamed.phages_lysogenic.fna, 67934 16615
plate11.F8.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate11.F9.pilon.contigs_renamed.phages_lysogenic.fna, 52874 36347 49271
plate11.G10.pilon.contigs_renamed.phages_lysogenic.fna, 18332 54100 44155
plate11.G11.pilon.contigs_renamed.phages_lysogenic.fna, 17636 48409 82745
plate11.G1.pilon.contigs_renamed.phages_lysogenic.fna, 33063 50442 16723
plate11.G2.pilon.contigs_renamed.phages_lysogenic.fna, 52396
plate11.G3.pilon.contigs_renamed.phages_lysogenic.fna, 43046 31998 33693 10194
plate11.G4.pilon.contigs_renamed.phages_lysogenic.fna, 52660 70977 15669
plate11.G5.pilon.contigs_renamed.phages_lysogenic.fna, 33063 50442 16723
plate11.G7.pilon.contigs_renamed.phages_lysogenic.fna, 38958 15662 50141
plate11.G8.pilon.contigs_renamed.phages_lysogenic.fna, 15567 55755
plate11.G9.pilon.contigs_renamed.phages_lysogenic.fna, 16725 12608 42354 7613
plate11.H10.pilon.contigs_renamed.phages_lysogenic.fna, 44155 54100 18332
plate11.H11.pilon.contigs_renamed.phages_lysogenic.fna, 40199 20615
plate11.H12.pilon.contigs_renamed.phages_lysogenic.fna, 15669 70977 46333
plate11.H1.pilon.contigs_renamed.phages_lysogenic.fna, 16723 50442 33063
plate11.H3.pilon.contigs_renamed.phages_lysogenic.fna, 46741
plate11.H4.pilon.contigs_renamed.phages_lysogenic.fna, 50141 38958 16725
plate11.H5.pilon.contigs_renamed.phages_lysogenic.fna, 33063 51809 19191
plate11.H6.pilon.contigs_renamed.phages_lysogenic.fna, 31880 18350 44551
plate11.H7.pilon.contigs_renamed.phages_lysogenic.fna, 15662 38958 50141
plate11.H8.pilon.contigs_renamed.phages_lysogenic.fna, 15567 55755
plate11.H9.pilon.contigs_renamed.phages_lysogenic.fna, 56610 15662 12608 46731
plate12.A10.pilon.contigs_renamed.phages_lysogenic.fna, 8021 21505 15944 18139
plate12.A11.pilon.contigs_renamed.phages_lysogenic.fna, 12605 15935
plate12.A1.pilon.contigs_renamed.phages_lysogenic.fna, 7425 55749 18333 44044
plate12.A2.pilon.contigs_renamed.phages_lysogenic.fna, 15936 44044 55749 7425
plate12.A5.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate12.A6.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.A7.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate12.A8.pilon.contigs_renamed.phages_lysogenic.fna, 54432 15850
plate12.A9.pilon.contigs_renamed.phages_lysogenic.fna, 8254 13869 36870 50079
plate12.B10.pilon.contigs_renamed.phages_lysogenic.fna, 21505 8009 15944 24579
plate12.B11.pilon.contigs_renamed.phages_lysogenic.fna, 12605 15935
plate12.B1.pilon.contigs_renamed.phages_lysogenic.fna, 15936 55749 44044
plate12.B2.pilon.contigs_renamed.phages_lysogenic.fna, 55749 15936 44044
plate12.B3.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate12.B5.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate12.B6.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.B7.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate12.B8.pilon.contigs_renamed.phages_lysogenic.fna, 54432 18065
plate12.B9.pilon.contigs_renamed.phages_lysogenic.fna, 39305 16695 19033
plate12.C10.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.C11.pilon.contigs_renamed.phages_lysogenic.fna, 35536 75953 15974
plate12.C1.pilon.contigs_renamed.phages_lysogenic.fna, 58175 18332
plate12.C2.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate12.C3.pilon.contigs_renamed.phages_lysogenic.fna, 17079
plate12.C5.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate12.C6.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate12.C7.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate12.C8.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate12.C9.pilon.contigs_renamed.phages_lysogenic.fna, 18084
plate12.D12.pilon.contigs_renamed.phages_lysogenic.fna, 18331 6270
plate12.D1.pilon.contigs_renamed.phages_lysogenic.fna, 18084
plate12.D2.pilon.contigs_renamed.phages_lysogenic.fna, 19294
plate12.D5.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate12.D6.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate12.D8.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.D9.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.E10.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate12.E11.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate12.E1.pilon.contigs_renamed.phages_lysogenic.fna, 17810 37281 26329 53557
plate12.E2.pilon.contigs_renamed.phages_lysogenic.fna, 17775 56110 42981
plate12.E3.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate12.E4.pilon.contigs_renamed.phages_lysogenic.fna, 17635 45607
plate12.E5.pilon.contigs_renamed.phages_lysogenic.fna, 51593 15850
plate12.E6.pilon.contigs_renamed.phages_lysogenic.fna, 18331 41095
plate12.E7.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate12.E8.pilon.contigs_renamed.phages_lysogenic.fna, 19294 10932
plate12.E9.pilon.contigs_renamed.phages_lysogenic.fna, 19294 10932
plate12.F10.pilon.contigs_renamed.phages_lysogenic.fna, 58115 18332
plate12.F11.pilon.contigs_renamed.phages_lysogenic.fna, 58175 18332
plate12.F12.pilon.contigs_renamed.phages_lysogenic.fna, 44673
plate12.F1.pilon.contigs_renamed.phages_lysogenic.fna, 11901 12586 15408 49995 9329 11071 42987
plate12.F2.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate12.F3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate12.F6.pilon.contigs_renamed.phages_lysogenic.fna, 18331 41095
plate12.F9.pilon.contigs_renamed.phages_lysogenic.fna, 10932 19294
plate12.G1.pilon.contigs_renamed.phages_lysogenic.fna, 6270 15935
plate12.G2.pilon.contigs_renamed.phages_lysogenic.fna, 53557 37281 26407 15595
plate12.G3.pilon.contigs_renamed.phages_lysogenic.fna, 17810 37281 53557
plate12.G4.pilon.contigs_renamed.phages_lysogenic.fna, 15841 44086 12573
plate12.G5.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate12.G6.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate12.G7.pilon.contigs_renamed.phages_lysogenic.fna, 15421 57389
plate12.G8.pilon.contigs_renamed.phages_lysogenic.fna, 37281 26329 17810 53557
plate12.H10.pilon.contigs_renamed.phages_lysogenic.fna, 15340 14066 11083 49679 49995 15408
plate12.H1.pilon.contigs_renamed.phages_lysogenic.fna, 13797 10261 57679 15595
plate12.H2.pilon.contigs_renamed.phages_lysogenic.fna, 15421 43618 9755
plate12.H3.pilon.contigs_renamed.phages_lysogenic.fna, 37281 15595 61168
plate12.H4.pilon.contigs_renamed.phages_lysogenic.fna, 43592 15936
plate12.H5.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate12.H6.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate12.H7.pilon.contigs_renamed.phages_lysogenic.fna, 15231
plate12.H8.pilon.contigs_renamed.phages_lysogenic.fna, 13822 42987 11083 14066 15340 15408
plate12.H9.pilon.contigs_renamed.phages_lysogenic.fna, 53391 37342
plate13.A10.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate13.A11.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate13.A1.pilon.contigs_renamed.phages_lysogenic.fna, 15936 44044 7425 55749
plate13.A2.pilon.contigs_renamed.phages_lysogenic.fna, 44044 55749 15936
plate13.A3.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate13.A4.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate13.A8.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate13.B10.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate13.B1.pilon.contigs_renamed.phages_lysogenic.fna, 55749 18333 44044
plate13.B2.pilon.contigs_renamed.phages_lysogenic.fna, 44044 49427 15936
plate13.B3.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.B4.pilon.contigs_renamed.phages_lysogenic.fna, 17888
plate13.B5.pilon.contigs_renamed.phages_lysogenic.fna, 17888
plate13.B6.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.B7.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate13.B8.pilon.contigs_renamed.phages_lysogenic.fna, 54432 18065
plate13.B9.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate13.C10.pilon.contigs_renamed.phages_lysogenic.fna, 40531 46003 27613
plate13.C11.pilon.contigs_renamed.phages_lysogenic.fna, 45618 15421
plate13.C12.pilon.contigs_renamed.phages_lysogenic.fna, 18058 54795
plate13.C1.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate13.C2.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate13.C3.pilon.contigs_renamed.phages_lysogenic.fna, 19294
plate13.C5.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate13.C6.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate13.C7.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate13.C8.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.C9.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate13.D10.pilon.contigs_renamed.phages_lysogenic.fna, 17390 38244 43447
plate13.D11.pilon.contigs_renamed.phages_lysogenic.fna, 27613 46003 40531
plate13.D12.pilon.contigs_renamed.phages_lysogenic.fna, 18331 6270
plate13.D1.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate13.D2.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate13.D3.pilon.contigs_renamed.phages_lysogenic.fna, 19294
plate13.D5.pilon.contigs_renamed.phages_lysogenic.fna, 20793 9770 37635 46596
plate13.D6.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate13.D7.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate13.D8.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate13.D9.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.E10.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate13.E11.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate13.E12.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.E1.pilon.contigs_renamed.phages_lysogenic.fna, 29410 42679
plate13.E2.pilon.contigs_renamed.phages_lysogenic.fna, 42981 56110 17775
plate13.E3.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate13.E4.pilon.contigs_renamed.phages_lysogenic.fna, 45607 17635
plate13.E6.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate13.E7.pilon.contigs_renamed.phages_lysogenic.fna, 41095 15935
plate13.E8.pilon.contigs_renamed.phages_lysogenic.fna, 19294 10932
plate13.E9.pilon.contigs_renamed.phages_lysogenic.fna, 19294 10932
plate13.F10.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate13.F11.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate13.F12.pilon.contigs_renamed.phages_lysogenic.fna, 17635 45607
plate13.F1.pilon.contigs_renamed.phages_lysogenic.fna, 41610 30974
plate13.F2.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate13.F3.pilon.contigs_renamed.phages_lysogenic.fna, 56450 16693
plate13.F4.pilon.contigs_renamed.phages_lysogenic.fna, 45607 15420
plate13.F5.pilon.contigs_renamed.phages_lysogenic.fna, 42606
plate13.F6.pilon.contigs_renamed.phages_lysogenic.fna, 13797 10261 15595 55793
plate13.F7.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate13.F8.pilon.contigs_renamed.phages_lysogenic.fna, 19294 10932
plate13.F9.pilon.contigs_renamed.phages_lysogenic.fna, 40622 52653 15814 7198 25275
plate13.G10.pilon.contigs_renamed.phages_lysogenic.fna, 40043
plate13.G1.pilon.contigs_renamed.phages_lysogenic.fna, 15215
plate13.G2.pilon.contigs_renamed.phages_lysogenic.fna, 37281 15595 61168 26329
plate13.G3.pilon.contigs_renamed.phages_lysogenic.fna, 14459 18058 44086
plate13.G4.pilon.contigs_renamed.phages_lysogenic.fna, 12573 15841 44086
plate13.G5.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate13.G6.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.G7.pilon.contigs_renamed.phages_lysogenic.fna, 17707 14436 9983 17810 21027
plate13.G8.pilon.contigs_renamed.phages_lysogenic.fna, 61168 15595 37281
plate13.H10.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate13.H11.pilon.contigs_renamed.phages_lysogenic.fna, 15661
plate13.H12.pilon.contigs_renamed.phages_lysogenic.fna, 47037 53135 17811
plate13.H2.pilon.contigs_renamed.phages_lysogenic.fna, 15841 44086 22013 14459
plate13.H3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 43592
plate13.H4.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate13.H5.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate13.H6.pilon.contigs_renamed.phages_lysogenic.fna, 15935 9592
plate13.H7.pilon.contigs_renamed.phages_lysogenic.fna, 15595 53557 37281
plate13.H9.pilon.contigs_renamed.phages_lysogenic.fna, 40043
plate1.A10.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate1.A11.pilon.contigs_renamed.phages_lysogenic.fna, 18331 6270
plate1.A12.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate1.A2.pilon.contigs_renamed.phages_lysogenic.fna, 55749 7425 15936 44044
plate1.A3.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.A4.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.A5.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.A7.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.A8.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate1.A9.pilon.contigs_renamed.phages_lysogenic.fna, 15850 54432
plate1.B10.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.B11.pilon.contigs_renamed.phages_lysogenic.fna, 15935 6270
plate1.B12.pilon.contigs_renamed.phages_lysogenic.fna, 15935 6270
plate1.B1.pilon.contigs_renamed.phages_lysogenic.fna, 15936 55749 44044
plate1.B2.pilon.contigs_renamed.phages_lysogenic.fna, 15936 55749 44044 7425
plate1.B3.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.B4.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.B5.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate1.B6.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.B7.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.B8.pilon.contigs_renamed.phages_lysogenic.fna, 18065 54432
plate1.B9.pilon.contigs_renamed.phages_lysogenic.fna, 54432 18065
plate1.C10.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.C11.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.C12.pilon.contigs_renamed.phages_lysogenic.fna, 37281 53557 26329 17810
plate1.C1.pilon.contigs_renamed.phages_lysogenic.fna, 18058 54795
plate1.C2.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate1.C3.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate1.C4.pilon.contigs_renamed.phages_lysogenic.fna, 17079
plate1.C5.pilon.contigs_renamed.phages_lysogenic.fna, 53380 20378
plate1.C6.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.C7.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.C8.pilon.contigs_renamed.phages_lysogenic.fna, 54733 19293
plate1.C9.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.D10.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.D11.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.D12.pilon.contigs_renamed.phages_lysogenic.fna, 53557 26329 15595 37281
plate1.D1.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.D2.pilon.contigs_renamed.phages_lysogenic.fna, 18084
plate1.D3.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate1.D4.pilon.contigs_renamed.phages_lysogenic.fna, 19294
plate1.D5.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.D6.pilon.contigs_renamed.phages_lysogenic.fna, 15661
plate1.D7.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.D8.pilon.contigs_renamed.phages_lysogenic.fna, 15936 44044 7425 55749
plate1.D9.pilon.contigs_renamed.phages_lysogenic.fna, 15595
plate1.E1.pilon.contigs_renamed.phages_lysogenic.fna, 53677 25897 49802 18205
plate1.E3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.E4.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate1.E5.pilon.contigs_renamed.phages_lysogenic.fna, 45607 17635
plate1.E6.pilon.contigs_renamed.phages_lysogenic.fna, 42606
plate1.E7.pilon.contigs_renamed.phages_lysogenic.fna, 15421 45618
plate1.E8.pilon.contigs_renamed.phages_lysogenic.fna, 41095 15935
plate1.F10.pilon.contigs_renamed.phages_lysogenic.fna, 17811
plate1.F12.pilon.contigs_renamed.phages_lysogenic.fna, 54795 18058
plate1.F1.pilon.contigs_renamed.phages_lysogenic.fna, 39725 42949 27613
plate1.F2.pilon.contigs_renamed.phages_lysogenic.fna, 27613 42949 39725
plate1.F3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.F4.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.F5.pilon.contigs_renamed.phages_lysogenic.fna, 15689
plate1.F7.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate1.F8.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate1.F9.pilon.contigs_renamed.phages_lysogenic.fna, 10932 19294
plate1.G11.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate1.G12.pilon.contigs_renamed.phages_lysogenic.fna, 38810 75953 14031
plate1.G1.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.G2.pilon.contigs_renamed.phages_lysogenic.fna, 43618 9755 15421
plate1.G3.pilon.contigs_renamed.phages_lysogenic.fna, 26329 37281 17810 53557
plate1.G4.pilon.contigs_renamed.phages_lysogenic.fna, 15936 43592
plate1.G5.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate1.G6.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.G7.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.G8.pilon.contigs_renamed.phages_lysogenic.fna, 15595 53557 37281 26329
plate1.G9.pilon.contigs_renamed.phages_lysogenic.fna, 17810 37281 53557 26329
plate1.H11.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.H12.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate1.H1.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate1.H2.pilon.contigs_renamed.phages_lysogenic.fna, 53557 37281 15595
plate1.H3.pilon.contigs_renamed.phages_lysogenic.fna, 15421 43618 9755
plate1.H4.pilon.contigs_renamed.phages_lysogenic.fna, 18058 44086 14459
plate1.H5.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.H6.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate1.H7.pilon.contigs_renamed.phages_lysogenic.fna, 61168 37281 15595
plate1.H8.pilon.contigs_renamed.phages_lysogenic.fna, 41760 50357
plate1.H9.pilon.contigs_renamed.phages_lysogenic.fna, 15661
plate20.A10.pilon.contigs_renamed.phages_lysogenic.fna, 48930
plate20.A11.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate20.A12.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate20.A1.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate20.A2.pilon.contigs_renamed.phages_lysogenic.fna, 39305 16695 38956
plate20.A3.pilon.contigs_renamed.phages_lysogenic.fna, 18332 58175
plate20.A4.pilon.contigs_renamed.phages_lysogenic.fna, 17810 37281 53557
plate20.A5.pilon.contigs_renamed.phages_lysogenic.fna, 18341 18139 21505
plate20.A7.pilon.contigs_renamed.phages_lysogenic.fna, 40622 52653 25275 7198 15814
plate20.A8.pilon.contigs_renamed.phages_lysogenic.fna, 17635
plate20.B10.pilon.contigs_renamed.phages_lysogenic.fna, 48930
plate20.B11.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate20.B12.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate20.B1.pilon.contigs_renamed.phages_lysogenic.fna, 15841
plate20.B2.pilon.contigs_renamed.phages_lysogenic.fna, 38956 15632 48438
plate20.B3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate20.B4.pilon.contigs_renamed.phages_lysogenic.fna, 53557 37281 17810
plate20.B5.pilon.contigs_renamed.phages_lysogenic.fna, 18306 15944 21505
plate20.B7.pilon.contigs_renamed.phages_lysogenic.fna, 52653 40622 15814
plate20.B8.pilon.contigs_renamed.phages_lysogenic.fna, 17635
plate20.C10.pilon.contigs_renamed.phages_lysogenic.fna, 18332 58175
plate20.C11.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate20.C12.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate20.C1.pilon.contigs_renamed.phages_lysogenic.fna, 3933 11805 15841
plate20.C2.pilon.contigs_renamed.phages_lysogenic.fna, 41432 16695 39305
plate20.C3.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate20.C4.pilon.contigs_renamed.phages_lysogenic.fna, 37281 17810 61168 26329
plate20.C5.pilon.contigs_renamed.phages_lysogenic.fna, 29660 15944 18130
plate20.C7.pilon.contigs_renamed.phages_lysogenic.fna, 40622 15814 52653
plate20.C9.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate20.D10.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate20.D11.pilon.contigs_renamed.phages_lysogenic.fna, 15936 58175
plate20.D12.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate20.D1.pilon.contigs_renamed.phages_lysogenic.fna, 18057
plate20.D2.pilon.contigs_renamed.phages_lysogenic.fna, 16695 39305 41432
plate20.D3.pilon.contigs_renamed.phages_lysogenic.fna, 58175 18332
plate20.D4.pilon.contigs_renamed.phages_lysogenic.fna, 37281 17810 61168
plate20.D5.pilon.contigs_renamed.phages_lysogenic.fna, 18117 15944 29660
plate20.D7.pilon.contigs_renamed.phages_lysogenic.fna, 52653 15814 40622
plate20.D8.pilon.contigs_renamed.phages_lysogenic.fna, 17635
plate20.E10.pilon.contigs_renamed.phages_lysogenic.fna, 15935
plate20.E11.pilon.contigs_renamed.phages_lysogenic.fna, 58175 15936
plate20.E12.pilon.contigs_renamed.phages_lysogenic.fna, 18331
plate20.E1.pilon.contigs_renamed.phages_lysogenic.fna, 18057
